,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,350.0,196.0,341.0,313.0,272.0,158.0,384.0,153.0,301.0,251.0,368.0,247.0,664.0,203.0,354.0,204.0,772.0,657.0,3.0610475864858517,0.5725848573418874,1.4997204111430047
1,350.0,196.0,341.0,313.0,272.0,158.0,384.0,153.0,301.0,251.0,368.0,247.0,664.0,203.0,354.0,204.0,772.0,657.0,3.0610475864858517,0.5725848573418874,1.4997204111430047
2,349.0,196.0,340.0,313.0,272.0,158.0,383.0,153.0,300.0,251.0,367.0,247.0,664.0,206.0,353.0,204.0,771.0,656.0,3.0559259783444297,0.5810843700115013,1.4997146479547536
3,349.0,196.0,340.0,313.0,272.0,158.0,383.0,153.0,300.0,251.0,367.0,247.0,664.0,206.0,353.0,204.0,771.0,656.0,3.0559259783444297,0.5810843700115013,1.4997146479547536
4,349.0,196.0,339.0,314.0,271.0,158.0,384.0,153.0,300.0,252.0,367.0,248.0,664.0,207.0,353.0,205.0,768.0,668.0,3.0570151408515662,0.5699623640004978,1.5038831928976257
5,347.0,196.0,338.0,315.0,270.0,158.0,384.0,154.0,298.0,251.0,367.0,248.0,654.0,203.0,351.0,205.0,754.0,671.0,3.0702348904066294,0.5466562020315694,1.5149140902547333
6,347.0,196.0,338.0,315.0,270.0,158.0,384.0,154.0,298.0,251.0,367.0,248.0,654.0,203.0,351.0,205.0,754.0,671.0,3.0702348904066294,0.5466562020315694,1.5149140902547333
7,347.0,196.0,338.0,316.0,270.0,159.0,384.0,155.0,298.0,252.0,367.0,249.0,651.0,200.0,351.0,206.0,752.0,668.0,3.079716751482146,0.5416268624517258,1.5182249158319687
8,347.0,196.0,338.0,316.0,270.0,159.0,384.0,155.0,298.0,252.0,367.0,249.0,651.0,200.0,351.0,206.0,752.0,668.0,3.079716751482146,0.5416268624517258,1.5182249158319687
9,347.0,196.0,338.0,316.0,269.0,159.0,384.0,154.0,298.0,252.0,367.0,249.0,653.0,202.0,351.0,205.0,755.0,674.0,3.0737871405838684,0.5402919818528151,1.512041626400155
10,347.0,196.0,338.0,316.0,269.0,159.0,384.0,154.0,298.0,252.0,367.0,249.0,653.0,202.0,351.0,205.0,755.0,674.0,3.0737871405838684,0.5402919818528151,1.512041626400155
11,346.0,197.0,338.0,317.0,268.0,159.0,383.0,154.0,297.0,253.0,367.0,250.0,660.0,200.0,351.0,206.0,768.0,682.0,3.0767205751045625,0.5476887856420476,1.5096626334290562
12,344.0,196.0,337.0,317.0,267.0,159.0,382.0,155.0,295.0,253.0,366.0,250.0,648.0,191.0,349.0,205.0,754.0,671.0,3.095905857339725,0.5299934257978519,1.5185900983740135
13,344.0,196.0,337.0,317.0,267.0,159.0,382.0,155.0,295.0,253.0,366.0,250.0,648.0,191.0,349.0,205.0,754.0,671.0,3.095905857339725,0.5299934257978519,1.5185900983740135
14,343.0,196.0,336.0,317.0,267.0,159.0,382.0,155.0,295.0,253.0,365.0,250.0,647.0,196.0,348.0,206.0,749.0,672.0,3.089721840974203,0.5321881430149049,1.5198877197506144
15,343.0,196.0,336.0,317.0,267.0,159.0,382.0,155.0,295.0,253.0,365.0,250.0,647.0,196.0,348.0,206.0,749.0,672.0,3.089721840974203,0.5321881430149049,1.5198877197506144
16,343.0,196.0,336.0,316.0,268.0,158.0,381.0,155.0,295.0,251.0,365.0,248.0,651.0,198.0,349.0,205.0,753.0,666.0,3.0829304443886754,0.54921452774984,1.5193041214231622
17,343.0,196.0,336.0,316.0,268.0,157.0,380.0,154.0,295.0,251.0,364.0,248.0,664.0,200.0,349.0,205.0,775.0,670.0,3.0750580318085365,0.5790839899658551,1.5149978829121753
18,343.0,196.0,336.0,316.0,268.0,157.0,380.0,154.0,295.0,251.0,364.0,248.0,664.0,200.0,349.0,205.0,775.0,670.0,3.0750580318085365,0.5790839899658551,1.5149978829121753
19,344.0,196.0,335.0,316.0,268.0,157.0,381.0,155.0,295.0,251.0,365.0,248.0,656.0,200.0,349.0,205.0,759.0,671.0,3.0806411594049523,0.5583638160451818,1.5240551411506915
20,344.0,196.0,335.0,316.0,268.0,157.0,381.0,155.0,295.0,251.0,365.0,248.0,656.0,200.0,349.0,205.0,759.0,671.0,3.0806411594049523,0.5583638160451818,1.5240551411506915
21,344.0,196.0,336.0,316.0,268.0,158.0,381.0,154.0,296.0,252.0,365.0,249.0,659.0,200.0,350.0,205.0,767.0,671.0,3.07645662475846,0.5637571466271468,1.5141344993829202
22,343.0,197.0,335.0,316.0,268.0,158.0,381.0,155.0,295.0,252.0,365.0,249.0,653.0,203.0,349.0,206.0,754.0,673.0,3.075847002860737,0.553827040592162,1.5199615657578702
23,343.0,197.0,335.0,316.0,268.0,158.0,381.0,155.0,295.0,252.0,365.0,249.0,653.0,203.0,349.0,206.0,754.0,673.0,3.075847002860737,0.553827040592162,1.5199615657578702
24,344.0,197.0,336.0,316.0,267.0,157.0,382.0,154.0,295.0,251.0,366.0,248.0,656.0,202.0,349.0,205.0,758.0,685.0,3.073068697648182,0.5451548507882829,1.5162935280712164
25,344.0,197.0,336.0,316.0,267.0,157.0,382.0,154.0,295.0,251.0,366.0,248.0,656.0,202.0,349.0,205.0,758.0,685.0,3.073068697648182,0.5451548507882829,1.5162935280712164
26,343.0,197.0,335.0,316.0,267.0,157.0,381.0,154.0,295.0,251.0,365.0,248.0,659.0,204.0,349.0,205.0,762.0,682.0,3.0689586449498574,0.5584987895731156,1.5156763083569345
27,344.0,197.0,336.0,316.0,267.0,157.0,381.0,154.0,295.0,251.0,366.0,248.0,660.0,200.0,349.0,205.0,766.0,681.0,3.0751429298498643,0.5557417463456126,1.5144598863453473
