,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,268.0,151.0,297.0,274.0,226.0,131.0,342.0,104.0,256.0,213.0,330.0,201.0,2.0,146.0,269.0,163.0,-5.0,608.0,3.119189666312854,-0.4182336886982387,1.436261910502677
1,269.0,151.0,297.0,274.0,226.0,131.0,342.0,104.0,256.0,213.0,330.0,201.0,5.0,147.0,270.0,163.0,0.0,607.0,3.116308502620367,-0.4144059445349602,1.437489294038021
2,269.0,151.0,297.0,274.0,226.0,131.0,342.0,104.0,256.0,213.0,330.0,201.0,5.0,147.0,270.0,163.0,0.0,607.0,3.116308502620367,-0.4144059445349602,1.437489294038021
3,269.0,152.0,297.0,274.0,226.0,131.0,343.0,105.0,256.0,213.0,330.0,201.0,10.0,145.0,270.0,164.0,5.0,605.0,3.116872248696299,-0.405715423079287,1.440975520331486
4,269.0,152.0,297.0,274.0,226.0,131.0,343.0,105.0,257.0,213.0,330.0,201.0,7.0,148.0,270.0,164.0,3.0,607.0,3.1141589740605817,-0.4121040414521118,1.4405803982544603
5,268.0,152.0,297.0,275.0,225.0,132.0,343.0,105.0,255.0,213.0,331.0,201.0,11.0,136.0,270.0,163.0,9.0,605.0,3.132264197686885,-0.3901864763624894,1.4323387585713014
6,269.0,152.0,298.0,274.0,226.0,131.0,343.0,105.0,257.0,213.0,331.0,201.0,11.0,148.0,271.0,164.0,12.0,611.0,3.113186663555242,-0.4029346531965297,1.4369652559319552
7,269.0,152.0,297.0,275.0,226.0,132.0,342.0,104.0,256.0,214.0,331.0,201.0,0.0,146.0,269.0,164.0,-6.0,610.0,3.122854935967542,-0.41998389249866347,1.4312421741736951
8,269.0,152.0,298.0,275.0,226.0,131.0,343.0,105.0,257.0,214.0,331.0,201.0,5.0,149.0,270.0,164.0,3.0,617.0,3.1134251736484697,-0.41169034241145536,1.4362876069108526
9,269.0,152.0,297.0,276.0,226.0,132.0,343.0,105.0,256.0,214.0,331.0,202.0,3.0,144.0,270.0,164.0,-3.0,614.0,3.1229087363476538,-0.41099885860862706,1.4372593519996573
10,269.0,152.0,295.0,276.0,227.0,133.0,343.0,107.0,256.0,215.0,330.0,203.0,3.0,135.0,270.0,165.0,-15.0,592.0,3.140247973691235,-0.4157241529881453,1.4425612616575028
