,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,325.0,187.0,314.0,318.0,246.0,141.0,379.0,142.0,272.0,247.0,354.0,247.0,641.0,211.0,332.0,198.0,683.0,872.0,3.059157986157689,0.45305986970280765,1.5612019342389027
1,325.0,187.0,314.0,318.0,246.0,141.0,379.0,142.0,272.0,247.0,354.0,247.0,641.0,211.0,332.0,198.0,683.0,872.0,3.059157986157689,0.45305986970280765,1.5612019342389027
2,323.0,188.0,313.0,320.0,245.0,141.0,379.0,142.0,270.0,247.0,353.0,248.0,647.0,220.0,331.0,198.0,684.0,903.0,3.0511821493217868,0.4569286039589733,1.5631966122874759
3,325.0,187.0,314.0,319.0,246.0,141.0,379.0,142.0,271.0,247.0,353.0,248.0,649.0,213.0,332.0,198.0,694.0,884.0,3.0594136284035307,0.46480930090076966,1.5641594482125418
4,324.0,187.0,314.0,319.0,246.0,141.0,379.0,143.0,271.0,248.0,352.0,248.0,645.0,210.0,331.0,198.0,689.0,875.0,3.066268596495348,0.46139636207010765,1.567315903579753
5,324.0,187.0,313.0,319.0,246.0,141.0,379.0,142.0,271.0,247.0,353.0,247.0,644.0,220.0,331.0,198.0,682.0,884.0,3.048584372039666,0.459830214608283,1.5622133321778986
6,324.0,187.0,314.0,319.0,246.0,141.0,379.0,142.0,271.0,247.0,353.0,247.0,645.0,216.0,331.0,198.0,687.0,882.0,3.0535439210278548,0.4603383579544832,1.5610141238879682
7,324.0,187.0,314.0,319.0,246.0,141.0,379.0,142.0,271.0,247.0,353.0,247.0,645.0,216.0,331.0,198.0,687.0,882.0,3.0535439210278548,0.4603383579544832,1.5610141238879682
8,325.0,187.0,314.0,318.0,247.0,141.0,379.0,142.0,272.0,247.0,353.0,247.0,648.0,218.0,332.0,198.0,693.0,871.0,3.0504502701863743,0.47025318656482784,1.5612235584620906
9,325.0,187.0,314.0,318.0,247.0,141.0,379.0,142.0,272.0,247.0,353.0,247.0,648.0,218.0,332.0,198.0,693.0,871.0,3.0504502701863743,0.47025318656482784,1.5612235584620906
10,325.0,188.0,314.0,318.0,247.0,141.0,380.0,142.0,271.0,247.0,353.0,247.0,644.0,227.0,332.0,199.0,679.0,883.0,3.0394911295249263,0.4610754910078907,1.561723855651507
11,325.0,188.0,314.0,319.0,246.0,141.0,380.0,142.0,271.0,247.0,353.0,248.0,648.0,221.0,332.0,198.0,687.0,893.0,3.0496260052024664,0.46055015088718204,1.5639177977325531
12,325.0,188.0,315.0,318.0,247.0,141.0,380.0,143.0,271.0,247.0,353.0,248.0,641.0,213.0,332.0,198.0,679.0,873.0,3.0623397479618237,0.4534472608469636,1.5689237248890333
