,pitch,yaw,roll
0,3.007816442096187,-0.385479102250285,1.5182045475799508
1,2.7937700421805833,-0.6608053946156509,1.6566604274159973
2,2.8112043592123865,-0.6413014959298983,1.6577992119364913
3,2.8308652340853624,-0.6444482966777901,1.6386041437540335
4,2.793314662352645,-0.6563562976424057,1.640181473856439
5,2.800962527930474,-0.6711930949344511,1.6457064425788612
6,2.8003745140025518,-0.6563356740841794,1.6712199047259588
7,2.8100027624438924,-0.6596294032589868,1.6539772029139355
8,2.7929675338763835,-0.6319101441705949,1.6524789505106805
9,2.7929269776064793,-0.627968672008992,1.6533678747876186
10,2.824847409438007,-0.5890845144272362,1.6262859956634703
11,2.8218797794021104,-0.5773881360186777,1.6217687989184182
12,2.805651073756537,-0.5981403108700342,1.636524528285258
13,2.83375877570948,-0.6037556249790818,1.6489652623661488
14,2.8288933822598166,-0.6165025537080936,1.6495204338900227
15,2.8543408843213167,-0.5956172656137313,1.6358259707411686
16,2.855131114869225,-0.5183969734169631,1.6149083033085785
17,2.874443290439233,-0.49194099726680945,1.5949311285063965
18,2.863405876704701,-0.47122465430905924,1.5852886206265104
19,2.8553213924883223,-0.4556074730526869,1.5850399103049608
20,2.866432147670733,-0.44577133092039256,1.5828637818752327
21,2.8848482211004978,-0.45873521397059147,1.5947572853550251
22,2.8675440567883643,-0.45183630384039614,1.581208890816304
23,2.8750111397264395,-0.47867672025765184,1.5929079471029355
24,2.8678529156989816,-0.45055318095785607,1.5948638219842448
25,2.8962284818652524,-0.44183194773706397,1.5899331643257426
26,2.8762715157024816,-0.46165932793438524,1.5935103168692695
27,2.8684277109111984,-0.44638880850710216,1.5912389611504023
28,2.8771808057462915,-0.38855873677686814,1.5784076163565277
29,2.8755719327756593,-0.4716538732882222,1.6029573570661206
30,2.871720165011126,-0.49305982901445605,1.6023179120419593
31,2.904146118164962,-0.4784070772857783,1.606033440493604
32,2.90430254048881,-0.47731070805625114,1.594483734018847
33,2.896956392666553,-0.5007218911003524,1.6057017900991457
34,2.8696721626919985,-0.5043059394387454,1.6026675569320792
35,2.8777197238360324,-0.4762530631626512,1.5956912355101218
36,2.8953052772102432,-0.4724212845882931,1.5874040080311884
37,2.8747107949432773,-0.511933745031425,1.6064116945691231
38,2.881216738509097,-0.4525873675965913,1.589007079308136
39,2.874618626703352,-0.46636796658879465,1.5928096718148996
40,2.9013059301957753,-0.45477031877622737,1.5983371734983254
41,2.8888105416101966,-0.4698535591412526,1.6094058093082872
42,2.904858029619174,-0.4572402137158057,1.593511566550151
43,2.885826607357619,-0.4426180353621035,1.5886907638582943
44,2.8746687204586117,-0.47797883143118,1.5981860421076146
45,2.870494572097839,-0.4527960000915444,1.5934008114802718
46,2.8626637422217254,-0.46164714775440213,1.5985300416222958
47,2.881240108032652,-0.45755625626046387,1.5938938526310287
48,2.8840882468610345,-0.44022942297128836,1.5802186463512549
49,2.870494572097839,-0.4527960000915444,1.5934008114802718
50,2.8681027650124915,-0.4856556317306622,1.6018368064893045
51,2.9042806710375197,-0.4645598313254928,1.6006161396931098
52,2.94226063495399,-0.385073833123117,1.575222814014852
53,2.9183373059816478,-0.43250546829873837,1.5895426530491064
54,2.935554744233293,-0.3878740962162334,1.5767451270112856
55,2.9485542768748703,-0.3773066624097724,1.5685363404706367
56,2.9104952349985447,-0.4385184577010763,1.593824370354908
57,2.944728051641803,-0.3693037221050122,1.578654155492811
58,2.942962160769505,-0.3770658577271474,1.5758723905705232
59,2.920020104796339,-0.3578968689716904,1.5682870300220673
60,2.933347047502485,-0.42168786986066104,1.5865784129873308
61,2.919910813609758,-0.4397236251129678,1.5889541169657686
62,2.918668503343091,-0.4302274118637252,1.5973881369294198
63,2.918023911592459,-0.4519169871770061,1.5931982787052166
64,2.8975509220545095,-0.43171034369708194,1.5973124479087015
65,2.891220714062781,-0.47035659219153997,1.5999620813829414
66,2.8687195696586483,-0.4566816762829194,1.591896200646591
67,2.876661542246299,-0.4518985880697377,1.5848595469975935
68,2.90009298034609,-0.4307857399809739,1.5752798340076817
69,2.9019506656319476,-0.42075074350571645,1.5827487178813229
70,2.899869608067082,-0.4336047814951789,1.5855280114566175
71,2.8746018376748417,-0.4384208372449752,1.5865581776801712
72,2.850069173088129,-0.46889556082760814,1.5962667876946763
73,2.9065266634375124,-0.4171920057786025,1.5735426266411654
74,2.8866066900505176,-0.47412751821164023,1.5941733220321923
75,2.899798746338213,-0.48156915445647097,1.5886541254546602
76,2.876899774474181,-0.47614537203785234,1.6023951628328794
77,2.8927957105448643,-0.4990030697521278,1.5898655191209183
78,2.8817893165091317,-0.4933294462022657,1.5959463906036448
79,2.8795541041937844,-0.4705293477123944,1.5887505597348146
80,2.881076255371209,-0.47051563553148645,1.5900630153802398
81,2.875147111307711,-0.5126267088974771,1.5997137395877217
82,2.889597473693407,-0.494396211218391,1.6009753505403592
83,2.8883428918204026,-0.4744165079838579,1.5827957461806434
84,2.9019729799292975,-0.4665663703506525,1.5856910867272844
85,2.8813766621995125,-0.4688810525838686,1.589854873015611
86,2.9048301059260115,-0.4669198937151866,1.5876241102993278
87,2.873104367892753,-0.4978618626014072,1.5951134597443792
88,2.882016573617584,-0.48215388418998406,1.5929665293329665
89,2.882279946829745,-0.5069964403233868,1.590596706574975
90,2.8858868261012685,-0.4701992569259571,1.5756702657339199
91,2.8973075904250463,-0.4391301301439468,1.5823903115154991
92,2.8853811000113225,-0.4695890727676031,1.5853199688842534
93,2.8694390760990225,-0.4989040453827279,1.5960621073190882
94,2.8808359230653693,-0.4412300502697126,1.589038355900221
95,2.8570880270967223,-0.4782676538008099,1.5912509835849944
96,2.8438646672866534,-0.4976701633241363,1.6032631561381336
97,2.864616428142268,-0.4556012681585787,1.5867793239734809
98,2.8920240195432,-0.4517392133481791,1.5868397026765308
99,2.866056682555719,-0.4760483887717366,1.5963598311087452
100,2.8850420808439177,-0.49539275981706565,1.5966874274696552
101,2.877423632122053,-0.5049990152380371,1.5956157959032564
102,2.8763233181116323,-0.4673076680496565,1.596434504253009
103,2.8641909752909127,-0.465053451608954,1.589050242893732
104,2.8648157589877603,-0.519647035190812,1.6063680097047388
105,2.862718753897352,-0.4862766111392923,1.584469121730076
106,2.8848185001063125,-0.47840929443903335,1.578184924195375
107,2.905532946047667,-0.46277933809840827,1.5707368763396772
108,2.8977121402055896,-0.4582566844443492,1.5782385097943048
109,2.9036304780895548,-0.46072145241588397,1.5822061646816015
110,2.8848185001063125,-0.47840929443903335,1.578184924195375
111,2.8977121402055896,-0.4582566844443492,1.5782385097943048
112,2.8784234286577397,-0.5061325770070785,1.5843755569825688
113,2.8758336819796604,-0.5032046332115919,1.5931783892439846
114,2.8925635119056543,-0.468976607856902,1.5771754822647457
115,2.893957439494868,-0.5006297098895743,1.5884867203858202
116,2.8876536056241533,-0.4990025708960783,1.5848656914809036
117,2.8835988469956395,-0.4716531209110254,1.5873090639514025
118,2.8876536056241533,-0.4990025708960783,1.5848656914809036
119,2.8671328543847943,-0.5116085562096159,1.5906143089429634
120,2.871307249136378,-0.4921778913530319,1.5960932000259178
121,2.899070029174053,-0.49436326322926444,1.5903224648103178
122,2.877709113210236,-0.518026673486306,1.5911442283521888
123,2.8796872333460426,-0.5082724448252578,1.597519119399025
124,2.868525656806902,-0.4973522164828617,1.6006620093412114
125,2.9027732096741756,-0.5060509881008771,1.5875956415622001
126,2.871878150154878,-0.47996958910123366,1.5812754472622057
127,2.8901099212307524,-0.502570220142028,1.5876104941228018
128,2.883832701561279,-0.4927051627533068,1.5834616397362204
129,2.8952505790986405,-0.5149195136946226,1.5863669565311596
130,2.8527945237578964,-0.49460370253798003,1.6008209508952367
131,2.871307249136378,-0.4921778913530319,1.5960932000259178
132,2.861946524962566,-0.4695843827813183,1.5855592660309046
133,2.878104564233025,-0.49704100221519126,1.6055862107259988
134,2.8579804662945163,-0.5261637084247858,1.5968871347155584
135,2.869489996716441,-0.5082504298021596,1.5897716206573986
136,2.8730004227092607,-0.5081713822668356,1.5977242321788199
137,2.8473862536658836,-0.4922210086836905,1.5904763807679223
138,2.8665277892461796,-0.5072085735293957,1.594288483956963
139,2.8634739554797624,-0.5289606544008045,1.5957671465259955
140,2.8635272612793123,-0.5148185854269877,1.597303761201836
141,2.8752514583990063,-0.46372637490101,1.5842034759350114
142,2.888875721535458,-0.48797126664256724,1.5803925306333757
143,2.8681841208533614,-0.4902980979816657,1.5981809526152349
144,2.8875828735463056,-0.4974308882967164,1.5848329833857273
145,2.8617169900671575,-0.4982876157458211,1.5974425347608303
146,2.869585861612015,-0.4884209616867997,1.591146363360402
147,2.8833539841617655,-0.5192408292688061,1.6019980446389073
148,2.8742574797356313,-0.4965482636407078,1.5916401574251886
149,2.8660255061063147,-0.5070159036573602,1.6016051111939142
150,2.89343986849415,-0.4956114289779833,1.5993732838272998
151,2.8549294896631405,-0.49120408154312917,1.5897837905823975
152,2.870656517861048,-0.5173851538864283,1.5985595388026168
153,2.860470984486162,-0.5141038686430196,1.6011539928133414
154,2.89172979073542,-0.4713746437298377,1.5772598379303178
155,2.860024837438541,-0.5167412203107946,1.5997160493639744
156,2.8812682990248444,-0.48881697652233874,1.5901634820595378
157,2.9068196179142753,-0.4739223340193279,1.5782258843068588
158,2.9388929676973263,-0.4913370183323175,1.5824577538212905
159,2.978340774681756,-0.4213787349261452,1.58123660598427
160,3.03553300942662,-0.3850775451702993,1.5762507378051973
161,3.1093803780822897,-0.38779714856780123,1.5704113332667884
162,-3.1090494400003426,-0.42674231369460464,1.5874519540482668
163,-3.054135600959448,-0.4691417789004184,1.596570290911168
164,3.1121246021600344,-0.5856337020114605,1.6210241632591738
165,-2.625755449790393,-0.6165308686392629,-2.230197416984143
166,-2.7680083679022123,-0.6396678992274729,-2.1942471001628125
167,-2.837717444972596,-0.6196336163461934,-2.134307920142098
168,-2.884243917795764,-0.5196481304038632,-2.1496057227130687
169,-2.760784957075758,-0.6187388744902307,-2.1409443589988926
170,2.843294480434511,-0.9499322134956334,1.5810589891241331
171,2.8215648915180833,-0.9097647611819096,1.601867046532677
172,-2.7878356247337215,-0.6581817591387951,-2.154609672764271
173,-2.740230739419204,-0.5841573559642741,-2.184199080828618
174,-2.778543102939711,-0.586804919055407,-2.1854349351961786
175,-2.884401506688033,-0.5358830087707541,-2.116201114563541
176,-2.6736623659209298,-0.5762914536140987,-2.2091310403937126
177,-2.8422235232161714,-0.6090235282539127,-2.234664630911161
